79	bibsonomy-alibeli2004environmentalism	publications	2
79	bibsonomy-aral2022proenvironmentalism	publications	2
79	bibsonomy-benedetta2020environmental	publications	2
79	bibsonomy-castro2024environmental	publications	2
79	bibsonomy-diekmann2019environmental	publications	2
79	bibsonomy-goldman2020education	publications	2
79	bibsonomy-greeleyandrewm1993memorandum	publications	2
79	bibsonomy-hayesbernadettec2000religion	publications	2
79	bibsonomy-hoffmann2022climate	publications	2
79	bibsonomy-ignatowgabriel2006cultural	publications	2
79	bibsonomy-jin2013exploring	publications	2
79	bibsonomy-junger2022disadvantages	publications	2
79	bibsonomy-kaiser2024wealth	publications	2
79	bibsonomy-kenny2022evolution	publications	2
79	bibsonomy-kulin2017social	publications	2
79	bibsonomy-kulin2019government	publications	2
79	bibsonomy-kulin2021quality	publications	2
79	bibsonomy-kuo2020global	publications	2
79	bibsonomy-levya2008environmental	publications	2
79	bibsonomy-marquartpyatt2012environmental	publications	2
79	bibsonomy-meyer2016unemployment	publications	2
79	bibsonomy-mravcova2019environmental	publications	2
79	bibsonomy-murata2021attitudes	publications	2
79	bibsonomy-nakamura2017political	publications	2
79	bibsonomy-orviska2019proenvironmental	publications	2
79	bibsonomy-padam2017attitudes	publications	2
79	bibsonomy-parth2022welfare	publications	2
79	bibsonomy-pawe2010methodology	publications	2
79	bibsonomy-phillips2024surveying	publications	2
79	bibsonomy-punzo2019evaluating	publications	2
79	bibsonomy-requena2019another	publications	2
79	bibsonomy-roberts1998socioeconomic	publications	2
79	bibsonomy-rydzewski2023challenges	publications	2
79	bibsonomy-rydzewski2024attitudes	publications	2
79	bibsonomy-schweers2016conceptualizing	publications	2
79	bibsonomy-shanahanj1997green	publications	2
79	bibsonomy-smith1994knowledge	publications	2
79	bibsonomy-syropoulos2022association	publications	2
79	bibsonomy-wang2021proenvironmental	publications	2
79	bibsonomy-yang2018religious	publications	2
79	bibsonomy-zhou2016environmental	publications	2
79	csa-pei-7530104	publications	2
79	csa-sa-200415069	publications	2
79	csa-sa-200906462	publications	2
79	csa-sa-201421217	publications	2
79	csa-sa-96c03210	publications	2
79	dbd-18	instruments_tools	0
79	dbd-23	instruments_tools	0
79	exploredata-ZA1209_Varv30	variables	0
79	exploredata-ZA1209_Varv31	variables	0
79	exploredata-ZA1320_Varv141	variables	0
79	exploredata-ZA1490_VarV82	variables	1
79	exploredata-ZA1543_Varv173	variables	0
79	exploredata-ZA1543_Varv174	variables	0
79	exploredata-ZA1543_Varv175	variables	0
79	exploredata-ZA1543_Varv176	variables	0
79	exploredata-ZA1543_Varv177	variables	0
79	exploredata-ZA1543_Varv178	variables	0
79	exploredata-ZA1543_Varv179	variables	0
79	exploredata-ZA1543_Varv215	variables	0
79	exploredata-ZA1714_Varv193	variables	0
79	exploredata-ZA1714_Varv194	variables	0
79	exploredata-ZA1714_Varv195	variables	0
79	exploredata-ZA1714_Varv196	variables	0
79	exploredata-ZA1714_Varv197	variables	0
79	exploredata-ZA1714_Varv198	variables	0
79	exploredata-ZA1714_Varv199	variables	0
79	exploredata-ZA1714_Varv225	variables	3
79	exploredata-ZA1714_Varv236	variables	3
79	exploredata-ZA1950_VarV33	variables	1
79	exploredata-ZA2031_Varv104	variables	1
79	exploredata-ZA2141_Varv449	variables	0
79	exploredata-ZA2141_Varv543	variables	1
79	exploredata-ZA2346_Varv218	variables	1
79	exploredata-ZA2346_Varv369	variables	0
79	exploredata-ZA2450_VarV100	variables	3
79	exploredata-ZA2450_VarV101	variables	0
79	exploredata-ZA2450_VarV102	variables	0
79	exploredata-ZA2450_VarV103	variables	0
79	exploredata-ZA2450_VarV104	variables	3
79	exploredata-ZA2450_VarV105	variables	3
79	exploredata-ZA2450_VarV106	variables	3
79	exploredata-ZA2450_VarV12	variables	1
79	exploredata-ZA2450_VarV13	variables	3
79	exploredata-ZA2450_VarV14	variables	3
79	exploredata-ZA2450_VarV17	variables	1
79	exploredata-ZA2450_VarV19	variables	1
79	exploredata-ZA2450_VarV20	variables	1
79	exploredata-ZA2450_VarV22	variables	1
79	exploredata-ZA2450_VarV23	variables	1
79	exploredata-ZA2450_VarV24	variables	3
79	exploredata-ZA2450_VarV25	variables	3
79	exploredata-ZA2450_VarV26	variables	3
79	exploredata-ZA2450_VarV27	variables	3
79	exploredata-ZA2450_VarV28	variables	3
79	exploredata-ZA2450_VarV29	variables	1
79	exploredata-ZA2450_VarV37	variables	1
79	exploredata-ZA2450_VarV41	variables	3
79	exploredata-ZA2450_VarV44	variables	3
79	exploredata-ZA2450_VarV46	variables	3
79	exploredata-ZA2450_VarV48	variables	3
79	exploredata-ZA2450_VarV50	variables	3
79	exploredata-ZA2450_VarV52	variables	3
79	exploredata-ZA2450_VarV54	variables	2
79	exploredata-ZA2450_VarV55	variables	2
79	exploredata-ZA2450_VarV56	variables	3
79	exploredata-ZA2450_VarV58	variables	3
79	exploredata-ZA2450_VarV59	variables	3
79	exploredata-ZA2450_VarV60	variables	0
79	exploredata-ZA2450_VarV61	variables	3
79	exploredata-ZA2450_VarV62	variables	3
79	exploredata-ZA2450_VarV63	variables	3
79	exploredata-ZA2450_VarV68	variables	3
79	exploredata-ZA2450_VarV72	variables	3
79	exploredata-ZA2450_VarV73	variables	3
79	exploredata-ZA2450_VarV75	variables	3
79	exploredata-ZA2450_VarV76	variables	3
79	exploredata-ZA2450_VarV78	variables	3
79	exploredata-ZA2450_VarV80	variables	0
79	exploredata-ZA2450_VarV88	variables	3
79	exploredata-ZA2450_VarV89	variables	3
79	exploredata-ZA2450_VarV90	variables	3
79	exploredata-ZA2450_VarV94	variables	3
79	exploredata-ZA2450_VarV95	variables	3
79	exploredata-ZA2450_VarV96	variables	3
79	exploredata-ZA2450_VarV98	variables	3
79	exploredata-ZA2450_VarV99	variables	3
79	exploredata-ZA2637_Varv282	variables	1
79	exploredata-ZA2639_Varv174	variables	3
79	exploredata-ZA3172_Varv115	variables	0
79	exploredata-ZA3172_Varv136	variables	0
79	exploredata-ZA3172_Varv137	variables	0
79	exploredata-ZA3172_Varv138	variables	0
79	exploredata-ZA3172_Varv139	variables	0
79	exploredata-ZA3172_Varv140	variables	0
79	exploredata-ZA3172_Varv141	variables	0
79	exploredata-ZA3172_Varv142	variables	0
79	exploredata-ZA3172_Varv143	variables	0
79	exploredata-ZA3172_Varv144	variables	0
79	exploredata-ZA3172_Varv145	variables	0
79	exploredata-ZA3172_Varv146	variables	0
79	exploredata-ZA3172_Varv147	variables	0
79	exploredata-ZA3172_Varv148	variables	0
79	exploredata-ZA3172_Varv149	variables	0
79	exploredata-ZA3172_Varv150	variables	0
79	exploredata-ZA3172_Varv151	variables	0
79	exploredata-ZA3440_VarV10	variables	0
79	exploredata-ZA3440_VarV11	variables	0
79	exploredata-ZA3440_VarV12	variables	0
79	exploredata-ZA3440_VarV13	variables	0
79	exploredata-ZA3440_VarV14	variables	0
79	exploredata-ZA3440_VarV16	variables	0
79	exploredata-ZA3440_VarV20	variables	3
79	exploredata-ZA3440_VarV21	variables	3
79	exploredata-ZA3440_VarV22	variables	0
79	exploredata-ZA3440_VarV23	variables	0
79	exploredata-ZA3440_VarV24	variables	0
79	exploredata-ZA3440_VarV26	variables	3
79	exploredata-ZA3440_VarV33	variables	3
79	exploredata-ZA3440_VarV35	variables	3
79	exploredata-ZA3440_VarV36	variables	3
79	exploredata-ZA3440_VarV37	variables	3
79	exploredata-ZA3440_VarV38	variables	3
79	exploredata-ZA3440_VarV42	variables	3
79	exploredata-ZA3440_VarV43	variables	3
79	exploredata-ZA3440_VarV44	variables	3
79	exploredata-ZA3440_VarV47	variables	3
79	exploredata-ZA3440_VarV51	variables	3
79	exploredata-ZA3440_VarV57	variables	3
79	exploredata-ZA3440_VarV58	variables	0
79	exploredata-ZA3440_VarV59	variables	1
79	exploredata-ZA3440_VarV60	variables	1
79	exploredata-ZA3440_VarV61	variables	3
79	exploredata-ZA3440_VarV64	variables	3
79	exploredata-ZA3440_VarV72	variables	1
79	exploredata-ZA3440_VarV79	variables	3
79	exploredata-ZA3440_VarV8	variables	1
79	exploredata-ZA3509_Varv224	variables	1
79	exploredata-ZA3692_Varv620	variables	0
79	exploredata-ZA3692_Varv621	variables	0
79	exploredata-ZA3692_Varv622	variables	0
79	exploredata-ZA3692_Varv623	variables	0
79	exploredata-ZA3692_Varv624	variables	0
79	exploredata-ZA3692_Varv625	variables	0
79	exploredata-ZA3692_Varv626	variables	0
79	exploredata-ZA3692_Varv627	variables	0
79	exploredata-ZA3692_Varv628	variables	0
79	exploredata-ZA3692_Varv629	variables	0
79	exploredata-ZA3692_Varv630	variables	0
79	exploredata-ZA3692_Varv631	variables	0
79	exploredata-ZA3692_Varv632	variables	0
79	exploredata-ZA3692_Varv633	variables	0
79	exploredata-ZA3692_Varv634	variables	0
